,Train IDs,Dev IDs,Test IDs
578,1110009322627612672,,
579,1110305417983348739,,
580,1108087464814669830,,
581,1053922974217179136,,
582,1061530153526980608,,
583,1041830394558115841,,
584,1115686568289886220,,
585,1054684139323117568,,
586,1114245800874455041,,
587,1057995967973203969,,
588,1035697533748686848,,
589,1117595324317614080,,
590,1024363951289716738,,
591,1058510713092759552,,
592,1056559416487612417,,
593,1115295232038506496,,
594,1114944229992816640,,
595,1107558317713285121,,
596,1057148009950130176,,
597,1108140333358030851,,
598,1057495828229693445,,
599,1113664101035794432,,
600,1042313249193111552,,
601,1061267240572608514,,
602,1035034019912720387,,
603,1058032438662688768,,
604,1061446129559134208,,
605,1048261598069108738,,
606,1052597550983733248,,
607,1109764360283537408,,
608,1055122719136714757,,
609,1109990125730037760,,
610,1105680961042374656,,
611,1113826766341033984,,
612,1044648712234913792,,
613,1049792613585494016,,
614,1062448157500555264,,
615,1035187396520882177,,
616,1113530134970155008,,
617,1114947720400310272,,
618,1063810275483230208,,
619,1058540898336686080,,
620,1115063638769971200,,
621,1115100377135718400,,
622,1061068224840810502,,
623,1114311995350642688,,
624,1062722896949374979,,
625,1057107246042267649,,
626,1057712194299654144,,
627,1025317639378403328,,
628,1107754245279883264,,
629,1107527424693145605,,
630,1035522047684878338,,
631,1108858855067275264,,
632,1056908595739144192,,
633,1109533324136062976,,
634,1056317019656765440,,
635,1061395592826494979,,
636,1108721557315170305,,
637,1108723942951399424,,
638,1056486463020380162,,
639,1055939531852136448,,
640,1114181942499520513,,
641,1057425410638667778,,
642,1058798744102207488,,
643,1042453836055633920,,
644,1115651370865111040,,
645,1062658740099330048,,
646,1117228218153623552,,
647,1109808136540618752,,
648,1107227298602852352,,
649,1057392848381861888,,
650,1042913055653416960,,
651,1058507424171053057,,
652,1035248457907351552,,
653,1105136342516801536,,
654,1053779064144715776,,
655,1043576249220837377,,
656,1116361022342926348,,
657,1113919374807711744,,
658,1116499607733833729,,
659,1115798241533157376,,
660,1055119703688077313,,
661,1115662768638656513,,
662,1024700630076665856,,
663,1047066318787289090,,
664,1108203458568560640,,
665,1107385928060993536,,
666,1035781763065241601,,
667,1114263159265583104,,
668,1105801427711078400,,
669,1061327712915202051,,
670,1050513102616309760,,
671,1114931060150874118,,
672,1116699300854104069,,
673,1035173655179874305,,
674,1106668716933238784,,
675,1107129584175079424,,
676,1050782479399968770,,
677,1055944678812667904,,
678,1037285008405417984,,
679,1044445792876941312,,
680,1114701637556293634,,
681,1105637249348259846,,
682,1105518811879522304,,
683,1034944602418102273,,
684,1056242630923829249,,
685,1051515932194103297,,
686,1107776302826905606,,
687,1115348705882800130,,
688,1114709716528189441,,
689,1109449486579961858,,
690,1108069271853326337,,
691,1056208426555006976,,
692,1058280252210741248,,
693,1113132270846607362,,
694,1043223305170419713,,
695,1114310852293697536,,
696,1114809435522781186,,
697,1116679391868870656,,
698,1062446607571042304,,
699,1035323204481380352,,
700,1115348431650709504,,
701,1113582804909080578,,
702,1054105722949173250,,
703,1057153877944918017,,
704,1117166129946845184,,
705,1107057878559543296,,
706,1057337919126585349,,
707,1024275355794911233,,
708,1108889191998517248,,
709,1042415943756873728,,
710,1117470741799276545,,
711,1114672445787492352,,
712,1107819456758194181,,
713,1109137913558765570,,
714,1114109979462647809,,
715,1046186972027531264,,
716,1044601957355261952,,
717,1116417783615692800,,
718,1064271433600286720,,
719,1061160558412660737,,
720,1050105509586628608,,
721,1107499865011937280,,
722,1108382286163202050,,
723,1108078361748873217,,
724,1109038890281848832,,
725,1110290406074433537,,
726,1061875015589789696,,
727,1057697613833740290,,
728,1046978446042308609,,
729,1056221501010178049,,
730,1055285332680339457,,
731,1061835483792072704,,
732,1051527675246866437,,
733,1113488375510708225,,
734,1055248307621126145,,
735,1035323274551545857,,
736,1054354743483686912,,
737,1045005911893454855,,
738,1116474414655262727,,
739,1110449951434334208,,
740,1107272107367546880,,
741,1105832127629873153,,
742,1116392685311549447,,
743,1053412144283291649,,
744,1105227600845139968,,
745,1110067648484696069,,
746,1114441278689693701,,
747,1057648194685992960,,
748,1064220543518457856,,
749,1054472044681838592,,
750,1116528579578343425,,
751,1062513312464822272,,
752,1108764380135608320,,
753,1115263348248076288,,
754,1113488777958363137,,
755,1106608360240177154,,
756,1106596938676199424,,
757,1035396470688473088,,
758,1110370425391992832,,
759,1116354915423653888,,
760,1061292033246224386,,
761,1106644666168963072,,
762,1109442295336599552,,
763,1062853223432839169,,
764,1061523150335369217,,
765,1057761802401001472,,
766,1105708874080751617,,
767,1107115524402700289,,
768,1062737887291092992,,
769,1105531941259014145,,
770,1042692648413405185,,
771,1115772835652415488,,
772,1113219039747133440,,
773,1059545520446693376,,
774,1109978182415872000,,
775,1062749914504011777,,
776,1109244133640753157,,
777,1035575515241885696,,
778,1106940886536146945,,
779,1105483295465254913,,
780,1024643404293136384,,
781,1108151255581503488,,
782,1114287035215491072,,
783,1116389526178549760,,
784,1054244095735029760,,
785,1061398358047293440,,
786,1047139807481221120,,
787,1057821270144823296,,
788,1064201465877585921,,
789,1113097148026028038,,
790,1042312831352229888,,
791,1042230896294875136,,
792,1106582475994730496,,
793,1055040264883093504,,
794,1108839321417715714,,
795,1050972468737794049,,
796,1052624102723346433,,
797,1107702634109157377,,
798,1108806887326302208,,
799,1114286595350228992,,
800,1051525174204469248,,
801,1055762100067450881,,
802,1056560288504274944,,
803,1106604786751860736,,
804,1109845371046543361,,
805,1116479027802443777,,
806,1114918822417436673,,
807,1113189212663230464,,
808,1047132192462331905,,
809,1025086949537841153,,
810,1108197889820499968,,
811,1062961471603249152,,
812,1044943497625841664,,
813,1115802240516640769,,
814,1063817991836573698,,
815,1109628215407058945,,
816,1063876665770536960,,
817,1113487206851710977,,
818,1056746159790678016,,
819,1064127160355454976,,
820,1110064784035196928,,
821,1108553721934299137,,
822,1110380918634622976,,
823,1110357393752363008,,
824,1063944477654441985,,
825,1045063511934554112,,
826,1107166286352662528,,
827,1109167654206689280,,
828,1056225961832841222,,
829,1035578803769290753,,
830,1061547712670138369,,
831,1114936661048213504,,
832,1035038340339433472,,
833,1046399424933572608,,
834,1035059885229174784,,
835,1110524528046694400,,
836,1113736281765314560,,
837,1035890105205047297,,
838,1115102606223925248,,
839,1045057635731599360,,
840,1109627355612569601,,
841,1115970664081522694,,
842,1113682957225603073,,
843,1057586462881918976,,
844,1106761859665788928,,
845,1108701838868729858,,
846,1063360954350649344,,
847,1107144908761120769,,
848,1114719527378382848,,
849,1113632388448436225,,
850,1114013518599159814,,
851,1108736292874084352,,
852,1036243680426946561,,
853,1063616825680814080,,
854,1044969029063069696,,
855,1064215160020262914,,
856,1037239893250863104,,
857,1107636692851322880,,
858,1108878889722527745,,
859,1035496909455192064,,
860,1110338081666719744,,
861,1113951120248975361,,
862,1109283846711705601,,
863,1108418491030204416,,
864,1105162345289056256,,
865,1062032386458820608,,
866,1058895092461813760,,
867,1105481712836833281,,
868,1106630292448706560,,
869,1113602452169715713,,
870,1106897488198414339,,
871,1056927109527101440,,
872,1058346206961827840,,
873,1107462028229267456,,
874,1115884993845264384,,
875,1115424316794068993,,
876,1061475427384991744,,
877,1116687473030180865,,
878,1113925574794391552,,
879,1044777141655785473,,
880,1109466957135446016,,
881,1115039604413992960,,
882,1105219209859084289,,
883,1053338010165694469,,
884,1105717299867279361,,
885,1107870862441660417,,
886,1063597636803051522,,
887,1050893497962823682,,
888,1051646643169320960,,
889,1055171301273468928,,
890,1053629970344538115,,
891,1109093093704429568,,
892,1113492666166198272,,
893,1053834535668858880,,
894,1061028973033836544,,
895,1108879215074705410,,
896,1047079512440213505,,
897,1107319460103364610,,
898,1114201609511288832,,
899,1042758412457525248,,
900,1107522968266125312,,
901,1106984987579039745,,
902,1037168753224626177,,
903,1056939643613077504,,
904,1114297505913737217,,
905,1114992396905979904,,
906,1024421755920834560,,
907,1108846311820787712,,
908,1113140770045931520,,
909,1058131421007659009,,
910,1113487664316059649,,
911,1110268934589214726,,
912,1057068615080574976,,
913,1109602491757404162,,
914,1109587982753894400,,
915,1044259442475315201,,
916,1110215566181183489,,
917,1041817632696139776,,
918,1050366741061267456,,
919,1114773078490472449,,
920,1024697239116111872,,
921,1114504735061446656,,
922,1062779576508657664,,
923,1115884889176510464,,
924,1107572259437404162,,
925,1057684442896945152,,
926,1115519278596403200,,
927,1108376578772398080,,
928,1109292630662438914,,
929,1055996421789356037,,
930,1110497665710592001,,
931,1106752637494427648,,
932,1108587921458819072,,
933,1036086697858134018,,
934,1036053365896110080,,
935,1105858533713760257,,
936,1108675099413172224,,
937,1043240280114245632,,
938,1055158479755902976,,
939,1037218232686522370,,
940,1116542493229760512,,
941,1114156833529315330,,
942,1109182179995717633,,
943,1113213973174870023,,
944,1047222355125293056,,
945,1116083022485266432,,
946,1062053207847985156,,
947,1116336742469005314,,
948,1116501199526744064,,
949,1113414603604660225,,
950,1062108654709719040,,
951,1053962135833726980,,
952,1106650862338883585,,
953,1053468884408459267,,
954,1044427687647948800,,
955,1055942403327168521,,
956,1115455748623011840,,
957,1105811409361883136,,
958,1108844448727949313,,
959,1109957345742909442,,
960,1043187146310463488,,
961,1105174113935548421,,
962,1115715421188055041,,
963,1107416447905468418,,
964,1042490834594275328,,
965,1108007483182931968,,
966,1041740349834616833,,
967,1059546374327492610,,
968,1115394167373537280,,
969,1116415949610024960,,
970,1115053118457171969,,
971,1110138593261944832,,
972,1061856413360648192,,
973,1062548066689896448,,
974,1054088592111349761,,
975,1042435737818464256,,
976,1105206448282198016,,
977,1117145709936095232,,
978,1116480230070325252,,
979,1113069425585016832,,
980,1108539260687138817,,
981,1115686957827461124,,
982,1035552272447692800,,
983,1062817276649447426,,
984,1106556785685479424,,
985,1061391598859231232,,
986,1044765476851785728,,
987,1106542413433044993,,
988,1113960557005221889,,
989,1025294792790626304,,
990,1114591224936181761,,
991,1105574594952474624,,
992,1061886948644548608,,
993,1054025392258871297,,
994,1043303481447276549,,
995,1057940317113004033,,
996,1115370927825485824,,
997,1114131477132763136,,
998,1035767032443072513,,
999,1025267431462326272,,
1000,1054570122440921088,,
1001,1109049366797533189,,
1002,1108582357966053376,,
1003,1052625834186498048,,
1004,1113095896634396673,,
1005,1113844863454334977,,
1006,1107906777033723904,,
1007,1115796361901830144,,
1008,1113968556209836032,,
1009,1113963670696906752,,
1010,1058191867223965696,,
1011,1114377713408671745,,
1012,1057218427172151296,,
1013,1109813486501142528,,
1014,1105507047888572416,,
1015,1050876531478880256,,
1016,1055047349465079808,,
1017,1109474036931837952,,
1018,1115414135242670080,,
1019,1058731791262121984,,
1020,1058129777352232960,,
1021,1063955175944216576,,
1022,1108363665219166209,,
1023,1035377703652712448,,
1024,1053408633688649728,,
1025,1035109426728976385,,
1026,1114324562077016064,,
1027,1061017836070551553,,
1028,1115442368147226625,,
1029,1056141272015101952,,
1030,1115811638731517954,,
1031,1114735715013791744,,
1032,1109992037216980993,,
1033,1115308190084861953,,
1034,1035594431263657986,,
1035,1044590327326224385,,
1036,1050842864857600001,,
1037,1114034676509872128,,
1038,1115419753072533505,,
1039,1061980580538187782,,
1040,1050033618024878081,,
1041,1105677635072544769,,
1042,1116387770866569218,,
1043,1110189662059069442,,
1044,1052559900629499905,,
1045,1046199891238825986,,
1046,1055975665365860354,,
1047,1105852223643246593,,
1048,1050263323596414976,,
1049,1049763710695329792,,
1050,1113146743871250432,,
1051,1109576231052328960,,
1052,1036086982160670721,,
1053,1109079850550247425,,
1054,1114901700744286210,,
1055,1115675854749749248,,
1056,1045227839673573376,,
1057,1110081201769992192,,
1058,1107346682210107392,,
1059,1114822277776863232,,
1060,1105170382296895488,,
1061,1107284402394947585,,
1062,1113842779367649281,,
1063,1109138485938659333,,
1064,1107328466976944128,,
1065,1053653092678463488,,
1066,1064267653773254656,,
1067,1058065220889767936,,
1068,1064034506590441472,,
1069,1105163751949520897,,
1070,1051496822676574208,,
1071,1043074244387561472,,
1072,1110325624797913088,,
1073,1115215598227611648,,
1074,1042543469955362816,,
1075,1053780382414327808,,
1076,1051119454304657408,,
1077,1116672289842651137,,
1078,1046926693192151040,,
1079,1056372707795685376,,
1080,1061246801716555776,,
1081,1036303714275999744,,
1082,1057792557823025152,,
1083,1110103545309790208,,
1084,1053391327168225280,,
1085,1109662207892168705,,
1086,1107104854684532742,,
1087,1109796782475825157,,
1088,1051101054488760321,,
1089,1044882574965952512,,
1090,1114910521403355139,,
1091,1115286174812254209,,
1092,1037000352355295232,,
1093,1107852697724768256,,
1094,1105514825017372675,,
1095,1108047845381144576,,
1096,1061735338085937152,,
1097,1105425363004518400,,
1098,1108634475964047360,,
1099,1107441090049777665,,
1100,1107633989190324229,,
1101,1044085436577140739,,
1102,1110397786485346304,,
1103,1108853031729270784,,
1104,1061569501324550144,,
1105,1105505623649722368,,
1106,1110155846821052417,,
1107,1035676841267355649,,
1108,1116525605879779330,,
1109,1114407737050509315,,
1110,1043503156649439232,,
1111,1106550399618691077,,
1112,1105788256426381312,,
1113,1055873333689020418,,
1114,1063736801632952320,,
1115,1117222925206159361,,
1116,1050089559042740230,,
1117,1108958003682660354,,
1118,1105422135596593152,,
1119,1105657494515470337,,
1120,1058503246824665089,,
1121,1108908629741178880,,
1122,1106518057508323328,,
1123,1105169626009354240,,
1124,1108255790903762945,,
1125,1064150402613039106,,
1126,1042756198699872257,,
1127,1059545776353759232,,
1128,1116671098953916417,,
1129,1061752722045714437,,
1130,1057008823641227265,,
1131,1054494047446929409,,
1132,1052191770375835648,,
1133,1109108822289903622,,
1134,1063879596724998144,,
1135,1064316742485360645,,
1136,1062835490863411210,,
1137,1105562820043780097,,
1138,1058418703421923330,,
1139,1051835242728882177,,
1140,1107700626065145856,,
1141,1117218016683536384,,
1142,1116505588916281350,,
1143,1113903173830365187,,
1144,1109586904356438016,,
1145,1114593488786448385,,
1146,1058342171282194432,,
1147,1051568110896074757,,
1148,1107954741873643520,,
1149,1109515248854142976,,
1150,1113600941255798784,,
1151,1117539706768588800,,
1152,1061519581393620992,,
1153,1056938083982163969,,
1154,1114531527185051648,,
1155,1108415230579752960,,
1156,1114633724698738691,,
1157,1054529738943934465,,
1158,1110189030417690630,,
1159,1057769211311853568,,
1160,1109874855187488770,,
1161,1109293132204728326,,
1162,1056998237087952896,,
1163,1115698606470828032,,
1164,1024649789621731335,,
1165,1109849723635150848,,
1166,1057350958286544897,,
1167,1034956110820794368,,
1168,1114382965218447360,,
1169,1106585162098327554,,
1170,1054016351805861888,,
1171,1042556873084477440,,
1172,1108164698015444993,,
1173,1054188917765758976,,
1174,1056645751558701056,,
1175,1108172029021376513,,
1176,1056892856399523840,,
1177,1064082982233755650,,
1178,1050050131180044288,,
1179,1113626986851782656,,
1180,1054122913845125120,,
1181,1109175204922736640,,
1182,1062434716056539136,,
1183,1105655283240632320,,
1184,1105495436155080709,,
1185,1043314439041167361,,
1186,1110297534541504517,,
1187,1042411739256504321,,
1188,1105546176982667270,,
1189,1063570496770297856,,
1190,1055132565596749825,,
1191,1108473053908885504,,
1192,1062689537351131137,,
1193,1043912789599744000,,
1194,1115722854748672001,,
1195,1114346556252205057,,
1196,1025061466813210626,,
1197,1057733069614964737,,
1198,1115677521209692160,,
1199,1056997012636348417,,
1200,1113607232191631360,,
1201,1049820931441319936,,
1202,1044054213465124866,,
1203,1057107514666508288,,
1204,1044424202319802374,,
1205,1107444846221033473,,
1206,1049904627259445248,,
1207,1115509887197302784,,
1208,1105617608194314240,,
1209,1056392890946072576,,
1210,1107484718075965440,,
1211,1064301397859016704,,
1212,1057638266139279360,,
1213,1060939068509487106,,
1214,1106744030522757120,,
1215,1063488143515635713,,
1216,1115893021692837888,,
1217,1115262682993655809,,
1218,1058278679959273473,,
1219,1115989507227246594,,
1220,1059515444619489280,,
1221,1036087860942790656,,
1222,1043507659020947456,,
1223,1105870178338918401,,
1224,1110239862542794752,,
1225,1058921099508019200,,
1226,1064228497760165888,,
1227,1113889931540279297,,
1228,1113433700283367424,,
1229,1042745295988301824,,
1230,1057426312241983488,,
1231,1113160874443853824,,
1232,1058862284125208577,,
1233,1050421927729393666,,
1234,1054516504698462208,,
1235,1042230972857626624,,
1236,1043273694938898432,,
1237,1049700470179209217,,
1238,1057774635339501568,,
1239,1037412704246530048,,
1240,1109076984099991552,,
1241,1108716904871575552,,
1242,1055893521553453056,,
1243,1108624172383723522,,
1244,1107799757722972160,,
1245,1051452598610464768,,
1246,1108872672384028672,,
1247,1116655948808855552,,
1248,1060998600702869506,,
1249,1114951291455848451,,
1250,1051223461610356736,,
1251,1057121078013816832,,
1252,1053389848889909248,,
1253,1108683167215566848,,
1254,1045175141792022528,,
1255,1117140135626334208,,
1256,1058912993453457409,,
1257,1110224222406823937,,
1258,1114676972703981568,,
1259,1114589205131399170,,
1260,1036230469208231936,,
1261,1114601762709745664,,
1262,1116528585517490176,,
1263,1106604024550297602,,
1264,1115487698947641344,,
1265,1050155996662902785,,
1266,1057790984543789056,,
1267,1116398279397392390,,
1268,1050656098456240129,,
1269,1116077040887840770,,
1270,1055257460494102528,,
1271,1037339629010268161,,
1272,1057043034548985856,,
1273,1062040734419902464,,
1274,1055096461992570881,,
1275,1041767057677864960,,
1276,1062542274226049025,,
1277,1107355929497010180,,
1278,1109110970515902465,,
1279,1044219044906364928,,
1280,1113848816250368000,,
1281,1024189476296450048,,
1282,1109661111262027781,,
1283,1109871178326437888,,
1284,1035067094579073024,,
1285,1058501627190149124,,
1286,1114724759764328449,,
1287,1116372775231459328,,
1288,1115291868760244227,,
1289,1107859659547906048,,
1290,1114154052529664001,,
1291,1113181993871671296,,
1292,1116072470942027777,,
1293,1057883705249857536,,
1294,1049693934853722112,,
1295,1105467168236408832,,
1296,1107426303597309953,,
1297,1105567954882703361,,
1298,1036237921995681792,,
1299,1114965296497008641,,
1300,1105189787290529802,,
1301,1054381846664888320,,
1302,1051216379716747265,,
1303,1044833045499596801,,
1304,1050530437502722051,,
1305,1045052611270004736,,
1306,1114716003991261184,,
1307,1052635509862875137,,
1308,1105842959868723200,,
1309,1043305515764408321,,
1310,1115873618616037376,,
1311,1062984870572347392,,
1312,1113948231917088768,,
1313,1105424332732289024,,
1314,1062035470991863808,,
1315,1044203270925942787,,
1316,1058254990026764288,,
1317,1106656010691731456,,
1318,1037223864105938949,,
1319,1116318731003514886,,
1320,1109968978066227200,,
1321,1110196247036485632,,
1322,1105217158466990082,,
1323,1116511745533722626,,
1324,1042480219255271424,,
1325,1115464402180943872,,
1326,1117256981771898881,,
1327,1056344074343591936,,
1328,1063785967230816256,,
1329,1107058809518854144,,
1330,1115787719987298304,,
1331,1106664018314518528,,
1332,1048780090576789504,,
1333,1059556490883805184,,
1334,1115506133211463680,,
1335,1053298166479667205,,
1336,1045761147666931718,,
1337,1107171654721900549,,
1338,1042818161865908224,,
1339,1063914035576561665,,
1340,1037204167159439361,,
1341,1059450539518226432,,
1342,1064228006699257856,,
1343,1110025495796699136,,
1344,1105502696860278784,,
1345,1054426607375413248,,
1346,1057659858160377856,,
1347,1043500196301295617,,
1348,1055803384056422400,,
1349,1049834676175728640,,
1350,1110042377455132673,,
1351,1106543269092253697,,
1352,1053310654331973632,,
1353,1108179775720435712,,
1354,1053342014320926721,,
1355,1058413814700371968,,
1356,1046040270947721217,,
1357,1107616768435068928,,
1358,1109471163217035264,,
1359,1045990996142694400,,
1360,1107770025874726913,,
1361,1105280873895583744,,
1362,1058513225187278849,,
1363,1115744106221834240,,
1364,1041759111845699588,,
1365,1115302137397956608,,
1366,1108905728939450368,,
1367,1107707615893749762,,
1368,1113936155160932352,,
1369,1035203534084599809,,
1370,1107834344540983296,,
1371,1107010509965004800,,
1372,1042503112026542081,,
1373,1046483059732877314,,
1374,1106994440323780609,,
1375,1115712552653090816,,
1376,1105300931632087041,,
1377,1115903328804835333,,
1378,1114346703816220674,,
1379,1107116001630584832,,
1380,1110378566502490112,,
1381,1047122282806620162,,
1382,1054302467607822336,,
1383,1108480017825189888,,
1384,1063421503650308096,,
1385,1105792901429248002,,
1386,1046080045981323265,,
1387,1108773928347017216,,
1388,1108800009695346688,,
1389,1110424329009971200,,
1390,1109606360801599488,,
1391,1057015043525623808,,
1392,1056699898307993601,,
1393,1113564912331177986,,
1394,1035160203300200448,,
1395,1059504188856635395,,
1396,1116435607708770304,,
1397,1044842475523846144,,
1398,1113586214421041153,,
1399,1109530563004850176,,
1400,1024756486696775680,,
1401,1055844582435491841,,
1402,1109609717796663303,,
1403,1105786893961228288,,
1404,1113095274690379777,,
1405,1051625955607883776,,
1406,1105144606960861184,,
1407,1116628619843870720,,
1408,1113744672680181760,,
1409,1114210490022940673,,
1410,1055295104783544320,,
1411,1049696114629316608,,
1412,1105254479358803969,,
1413,1105548700263346185,,
1414,1043892493564170245,,
1415,1053705785165922311,,
1416,1054722944700637184,,
1417,1116655661545349121,,
1418,1113519679107162112,,
1419,1045136799901929477,,
1420,1062475392945135618,,
1421,1056013885440962561,,
1422,1113868582109229056,,
1423,1114208652355829760,,
1424,1024699722827751425,,
1425,1064067498469978112,,
1426,1115050049497653248,,
1427,1114298172464037889,,
1428,1105609406253809665,,
1429,1107881886276300800,,
1430,1059570935899013125,,
1431,1107516436698689536,,
1432,1107119208557617152,,
1433,1037121173274939392,,
1434,1064077697138257920,,
1435,1042056794120499207,,
1436,1056088167495950336,,
1437,1116442202266329089,,
1438,1107558013005500416,,
1439,1115158971357126656,,
1440,1061653453481623554,,
1441,1109270000244801541,,
1442,1043124936854917121,,
1443,1108561971501244417,,
1444,1106519373144092677,,
1445,1110511833755107328,,
1446,1109801142794571777,,
1447,1061810264071438337,,
1448,1042548514415366144,,
1449,1108823808645849088,,
1450,1116330429496401920,,
1451,1057448901479940097,,
1452,1050188148007948294,,
1453,1043416678586114048,,
1454,1106710278509641728,,
1455,1114268641879646208,,
1456,1045090327479169024,,
1457,1045858772894146561,,
1458,1105314612466147329,,
1459,1058213915669217281,,
1460,1062915156282347520,,
1461,1055927191739875328,,
1462,1107478202937683968,,
1463,1058746584802844673,,
1464,1055820772940361728,,
1465,1105198680414539777,,
1466,1113832724547108864,,
1467,1105247079507677184,,
1468,1056834474606907393,,
1469,1110366399510310912,,
1470,1115086214946799621,,
1471,1116510476022587393,,
1472,1116329302692438016,,
1473,1105038434987577345,,
1474,1044230257161719814,,
1475,1109247269105217537,,
1476,1107651050503233537,,
1477,1114698703485526016,,
1478,1046075159780765697,,
1479,1109223413242040322,,
1480,1105091717466808320,,
1481,1116370484608815104,,
1482,1058441199374290944,,
1483,1058083520361320450,,
1484,1105517763878178822,,
1485,1107448203404812288,,
1486,1059001882771890177,,
1487,1107639433573158914,,
1488,1107361322600030208,,
1489,1046601869391527938,,
1490,1063497231393669120,,
1491,1116682132318035968,,
1492,1110350965893419013,,
1493,1055200881187151872,,
1494,1055981724566462465,,
1495,1042131837903138817,,
1496,1114973145008676867,,
1497,1042315864622608384,,
1498,1059423157919064064,,
1499,1050067769608347649,,
1500,1113962392633798656,,
1501,1113563439304192000,,
1502,1061876850945912835,,
1503,1107237205771198465,,
1504,1116509667193176064,,
1505,1106686856362708993,,
1506,1105852263803822080,,
1507,1115418112051032064,,
1508,1115991831496597505,,
1509,1023958311572570112,,
1510,1056781668403445760,,
1511,1114605474588975106,,
1512,1058443290587160577,,
1513,1043032894250184705,,
1514,1044675547597438976,,
1515,1042990908495413248,,
1516,1105107942716727297,,
1517,1106927769391378433,,
1518,1055280436295872512,,
1519,1116756992880783361,,
1520,1115618190569160704,,
1521,1115334757901111296,,
1522,1046498376206946306,,
1523,1108120775272337412,,
1524,1114385849716805633,,
1525,1106682795085189121,,
1526,1044349127973359616,,
1527,1106589995916238848,,
1528,1054687701205573632,,
1529,1035020430590070785,,
1530,1058820964933353473,,
1531,1061251195480739840,,
1532,1105588699285385216,,
1533,1055191278881853440,,
1534,1106789636720992256,,
1535,1044332603107553280,,
1536,1108587555757256704,,
1537,1050174922327244800,,
1538,1108078643048337413,,
1539,1113215292661010432,,
1540,1058772529815404545,,
1541,1113433587775410176,,
1542,1115457076665491457,,
1543,1060896081918246912,,
1544,1045215797478608897,,
1545,1115378418173059073,,
1546,1115394899975835649,,
1547,1053397047024463872,,
1548,1034895953059356678,,
1549,1115823785385627648,,
1550,1050794968657395712,,
1551,1110221111348740097,,
1552,1113509433756274688,,
1553,1105692454664187904,,
1554,1109559107202269184,,
1555,1049691350327808005,,
1556,1108753754151628800,,
1557,1114298715076878336,,
1558,1109287554824785922,,
1559,1058189743320653824,,
1560,1057803599542173696,,
1561,1044368484623429632,,
1562,1034924634569945088,,
1563,1114724548753141760,,
1564,1106527366866706433,,
1565,1107745034290360321,,
1566,1105300801059254278,,
1567,1054560148834959360,,
1568,1114263849685929984,,
1569,1108867136993280001,,
1570,1043424812369096704,,
1571,1055307562692853760,,
1572,1113945960911183878,,
1573,1046589891856027648,,
1574,1055311425768472577,,
1575,1042737323270725632,,
1576,1058798017040601092,,
1577,1056309061635969024,,
1578,1108792475743735808,,
1579,1114226801381912577,,
1580,1056148762530402304,,
1581,1116342376446996481,,
1582,1050852152158109698,,
1583,1105043660981366784,,
1584,1036018954655985665,,
1585,1107471407305256960,,
1586,1058805892710387712,,
1587,1105482738033811456,,
1588,1061762991912349697,,
1589,1106871754499207168,,
1590,1107522487984840706,,
1591,1114028186503929856,,
1592,1107040951388852224,,
1593,1108410529301688320,,
1594,1114927655919472641,,
1595,1115101597380558849,,
1596,1051217242648506368,,
1597,1115676878931623938,,
1598,1054184521774428160,,
1599,1114653430017142784,,
1600,1057745188146348040,,
1601,1113444854284136448,,
1602,1107719874606977024,,
1603,1045773899277815808,,
1604,1034983773207756800,,
1605,1050214828835516417,,
1606,1109183655103090689,,
1607,1115419660969807873,,
1608,1051336576465170432,,
1609,1114509769295921157,,
1610,1108042697481158657,,
1611,1058296953363202048,,
1612,1062667300250284032,,
1613,1045721360239136769,,
1614,1054405759365087233,,
1615,1114709573414400000,,
1616,1110248544668131330,,
1617,1108171717283852288,,
1618,1054309131950014464,,
1619,1114635323542081537,,
1620,1043266494522523648,,
1621,1054519284880171008,,
1622,1057818014744117248,,
1623,1058943114478567424,,
1624,1024532978049867777,,
1625,1115815919757008897,,
1626,1105567654616678400,,
1627,1109138674220961792,,
1628,1035176863965036544,,
1629,1115752033309614086,,
1630,1056570924424667137,,
1631,1057296031912611840,,
1632,1105504502990417921,,
1633,1025097881089437701,,
1634,1042880952836534272,,
1635,1107863411273023488,,
1636,1107409721441570816,,
1637,1109150880903950336,,
1638,1061349467452915712,,
1639,1117467839567409154,,
1640,1057740676534693888,,
1641,1063625797389426688,,
1642,1058729328299700225,,
1643,1105579965180006401,,
1644,1108698396481736704,,
1645,1114758349625724928,,
1646,1107793653957885952,,
1647,1108900014795952128,,
1648,1110471675005583362,,
1649,1057320754382077952,,
1650,1106654724718321665,,
1651,1114212884827873280,,
1652,1116684533070540802,,
1653,1060908780244951041,,
1654,1108785190309117952,,
1655,1024273796457549825,,
1656,1059028381231210496,,
1657,1056744663053410305,,
1658,1062399593231630348,,
1659,1044319818512424960,,
1660,1105661992038076417,,
1661,1113226300402040832,,
1662,1024951467436896257,,
1663,1113622253541838848,,
1664,1063375532929241090,,
1665,1105106864122064896,,
1666,1106661410149326848,,
1667,1108074058040655872,,
1668,1058461083047002112,,
1669,1107910922910089221,,
1670,1110048864826847232,,
1671,1041729007107092480,,
1672,1046142106291572737,,
1673,1116368374328590342,,
1674,1117120344723218432,,
1675,1113214951672381446,,
1676,1058558039131934720,,
1677,1062138079924965376,,
1678,1113927161675644928,,
1679,1062575962666061824,,
1680,1059460447152291842,,
1681,1063771196125315072,,
1682,1055922064102776832,,
1683,1105676114943344640,,
1684,1106965544912203777,,
